TimeGenerated,IoC,IoC_Type,ExpirationDateTime,Description,Action,ConfidenceScore,ThreatType,Active,Type,TrafficLightProtocolLevel,ActivityGroupNames
12/7/2022,198.54.115.248,IP,1/7/2023,DEV-0139  targeted attacks against the cryptocurrency industry,Alert,100,Cryptocurrency Industry,TRUE,Rapid Release TI,Clear,DEV-0139
12/7/2022,56762eb9-411c-4842-9530-9922c46ba2da,GUID,3/7/2023,DEV-0139  targeted attacks against the cryptocurrency industry,Alert,100,Cryptocurrency Industry,TRUE,Rapid Release TI,Clear,DEV-0139
12/7/2022,27E57D84-4310-4825-AB22-743C78B8F3AA,GUID,3/7/2023,DEV-0139  targeted attacks against the cryptocurrency industry,Alert,100,Cryptocurrency Industry,TRUE,Rapid Release TI,Clear,DEV-0139
12/7/2022,"TPLink.exe"" 27E57D84-4310-4825-AB22-743C78B8F3AA /sven ",commandline,3/7/2023,DEV-0139  targeted attacks against the cryptocurrency industry,Alert,100,Cryptocurrency Industry,TRUE,Rapid Release TI,Clear,DEV-0139
12/7/2022,logagent.exe 56762eb9-411c-4842-9530-9922c46ba2da /shadow,commandline,3/7/2023,DEV-0139  targeted attacks against the cryptocurrency industry,Alert,100,Cryptocurrency Industry,TRUE,Rapid Release TI,Clear,DEV-0139
12/16/2022,repo.ark-event.net,domainname,3/16/2023,MCCrash: Cross-platform DDoS botnet targets private Minecraft servers,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1028
12/16/2022,e3361727564b14f5ee19c40f4e8714fab847f41d9782b157ea49cc3963514c25,sha256,12/16/2025,MCCrash: Cross-platform DDoS botnet targets private Minecraft servers,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1028
12/16/2022,143614d31bdafc026827e8500bdc254fc1e5d877cb96764bb1bd03afa2de2320,sha256,12/16/2025,MCCrash: Cross-platform DDoS botnet targets private Minecraft servers,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1028
12/16/2022,f9c7dd489dd56e10c4e003e38428fe06097aca743cc878c09bf2bda235c73e30,sha256,12/16/2025,MCCrash: Cross-platform DDoS botnet targets private Minecraft servers,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1028
12/16/2022,4e65ec5dee182070e7b59db5bb414e73fe87fd181b3fc95f28fe964bc84d2f1f,sha256,12/16/2025,MCCrash: Cross-platform DDoS botnet targets private Minecraft servers,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1028
12/16/2022,eb57788fd2451b90d943a6a796ac5e79f0faf7151a62c1d07b744a351dcfa382,sha256,12/16/2025,MCCrash: Cross-platform DDoS botnet targets private Minecraft servers,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1028
12/16/2022,93738314c07ea370434ac30dad6569c59a9307d8bbde0e6df9be9e2a7438a251,sha256,12/16/2025,MCCrash: Cross-platform DDoS botnet targets private Minecraft servers,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1028
12/16/2022,202ac3d32871cb3bf91b7c49067bfc935fbc7f0499d357efead1e9f7f5fcb9d1,sha256,12/16/2025,MCCrash: Cross-platform DDoS botnet targets private Minecraft servers,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1028
12/21/2022,aed95a8f5822e9b1cd1239abbad29d3c202567afafcf00f85a65df4a365bedbb,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,bf582b5d470106521a8e7167a5732f7e3a4330d604de969eb8461cbbbbdd9b9a,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,0a5eebf19ccfe92a2216c492d6929f9cac72ef37089390572d4e21d0932972c8,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,1e7ca210ff7bedeefadb15a9ec5ea68ad9022d0c6f41c4e548ec2e5927026ba4,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,05b7517cb05fe1124dd0fad4e85ddf0fe65766a4c6c9986806ae98a427544e9d,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,5625d41f239e2827eb05bfafde267109549894f0523452f7a306b53b90e847f2,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,c304a9156a032fd451bff49d75b0e9334895604549ab6efaab046c5c6461c8b3,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,66c76cfc64b7a5a06b6a26976c88e24e0518be3554b5ae9e3475c763b8121792,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,539640a482aaee2fe743502dc59043f11aa8728ce0586c800193e30806b2d0e5,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,0f0ba8cc3e46fff0eef68ab5f8d3010241e2eea7ee795e161f05d32a0bf13553,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,343c9ca3787bf763a70ed892dfa139ba69141b61c561c128084b22c16829c5af,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,874b0691378091a30d1b06f2e9756fc7326d289b03406023640c978ff7c87712,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,29eface0054da4cd91c72a0b2d3cda61a02831b4c273e946d7e106254a6225a7,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,4a4cb8516629c781d5557177d48172f4a7443ca1f826ea2e1aa6132e738e6db2,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,bdfd89bdf6bc2de5655c3fe5f6f4435ec4ad37262e3cc72d8cb5204e1273ccd6,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,62f23fea8052085d153ac7b26dcf0a15fad0c27621f543cf910e37f8bf822e0e,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,788e15fd87c45d38629e3e715b0cb93e55944f7c4d59da2e480ffadb6b981571,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,26e68684f5b76d9016d4f02b8255ff52d1b344416ffc19a2f5c793ff1c2fdc65,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,e4840c5ac2c2c2170d00feadb5489c91c2943b2aa13bbec00dbcffc4ba8dcc2d,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,45059f26e32da95f4bb5dababae969e7fceb462cdeadf7d141c39514636b905a,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,77dd28a11e3e4260b9a9b60d58cb6aaaf2147da28015508afbaeda84c1acfe70,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,cf232e7d39094c9ba04b9713f48b443e9d136179add674d62f16371bf40cf8c8,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,13657b64a2ac62f9d68aeb75737cca8f2ab9f21e4c38ce04542b177cb3a85521,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,eb33c98add35f6717a3afb0ab2f9c0ee30c6f4e0576046be9bf4fbf9c5369f71,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,e3dd20829a34caab7f1285b730e2bb0c84c90ac1027bd8e9090da2561a61ab17,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,3685d000f6a884ca06f66a3e47340e18ff36c16b1badb80143f99f10b8a33768,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,cdc28e7682f9951cbe2e55dad8bc2015c1591f89310d8548c0b7a1c65dbefae3,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,869f4fb3f185b2d1231d9378273271ddfeebb53085daede89989f9cc8d364f5f,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,6c59af3ed1a616c238ee727f6ed59e962db70bc5a418b20b24909867eb00a9d6,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,ef28ee3301e97eefd2568a3cb4b0f737c5f31983710c75b70d960757f2def74e,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,95e4cc13f8388c195a1220cd44d26fcb2e10b7b8bfc3d69efbc51beb46176ff1,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,62f9eae8a87f64424df90c87dd34401fe7724c87a394d1ba842576835ab48afc,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,54d1daf58ecd4d8314b791a79eda2258a69d7c69a5642b7f5e15f2210958bdce,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,8176991f355db10b32b7562d1d4f7758a23c7e49ed83984b86930b94ccc46ab3,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,8aa89a428391683163f0074a8477d554d6c54cab1725909c52c41db2942ac60f,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,fd65bd8ce671a352177742616b5facc77194cccec7555a2f90ff61bad4a7a0f6,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,1e66ee40129deccdb6838c2f662ce33147ad36b1e942ea748504be14bb1ee0ef,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,57f83ca864a2010d8d5376c68dc103405330971ade26ac920d6c6a12ea728d3d,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,7bfd0054aeb8332de290c01f38b4b3c6f0826cf63eef99ddcd1a593f789929d6,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,0ce7bc2b72286f236c570b1eb1c1eacf01c383c23ad76fd8ca51b8bc123be340,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,cacb77006b0188d042ce95e0b4d46f88828694f3bf4396e61ae7c24c2381c9bf,sha256,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,zero.sudolite.ml,domainname,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,176.65.137.5,IP,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
12/21/2022,176.65.137.6,IP,12/21/2025,Dev-1061 Zerobot affecting IoT devices,Alert,100,Botnet,TRUE,Rapid Release TI,Clear,DEV-1061
3/30/2022,fosterunch.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,womnbling.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,zebra-arts.com,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,pennywines.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,choccoline.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,lateparties.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,foundurycolletive.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,jungelfruitime.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,gameboysess.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,healthcovid19.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,codingstudies.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,hoteluxurysm.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,newz-globe.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,hotalsextra.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,nordmanetime.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,fullaniimal.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,wikipedoptions.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,redanddred.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,whiteandpiink.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,agronomsdoc.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,nutureheus.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,timeeforsports.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,treerroots.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,unitedyears.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,eccocredit.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,ecologitics.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,climatestews.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,aqualizas.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,bgnews-bg.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,mikontravels.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,e-gaming.online ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,transformaition.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,betterstime.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,goshopeerz.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,countshops.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,inneture.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,shoppingeos.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,mwww.ro ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,rentalproct.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,bcarental.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,kikocruize.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,elvacream.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,pachadesert.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,razzodev.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,wombatcash.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,globepayinfo.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,job4uhunt.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,ctbgameson.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,adeptary.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,hinterfy.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,biznomex.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,careerhub4u.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,furiamoc.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
3/30/2022,motorgamings.com ,domainname,6/30/2022,"Dev-0196: Quadream's ""KingsPawn"" malware used to target civil society",Alert,100,Mobile Malware,TRUE,Rapid Release TI,Clear,DEV-0196
